Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
HK2	1	0	0	0	35	0	0	2	0	38	28	28
LCA5L	3	2	0	0	25	8	0	0	0	38	28	28
SLCO6A1	1	1	0	0	31	4	0	1	0	38	28	28
TMPRSS11F	1	0	0	0	34	3	0	0	0	38	28	28
ZNF449	0	1	0	0	31	6	0	0	0	38	28	28
ADCY7	0	1	0	0	34	1	0	1	0	37	28	28
ATRIP	8	0	0	0	26	3	0	0	0	37	28	28
CHRM4	3	0	0	0	34	0	0	0	0	37	28	28
CHST2	1	1	0	0	35	0	0	0	0	37	28	28
CPEB4	4	1	0	0	25	4	0	1	2	37	28	28
DENND1B	0	0	0	0	32	4	0	1	0	37	28	28
EXOC3	0	0	0	0	34	2	0	1	0	37	28	28
FBXL4	1	0	0	0	34	2	0	0	0	37	28	28
FOXD4	1	2	0	0	34	0	0	0	0	37	28	28
IQSEC3	0	0	0	0	34	2	0	1	0	37	28	28
IVNS1ABP	1	1	0	0	30	4	0	0	1	37	28	28
LRRC8C	1	0	0	0	32	4	0	0	0	37	28	28
LRRTM3	2	0	0	0	32	3	0	0	0	37	28	28
MARCH10	1	0	0	0	34	2	0	0	0	37	28	28
MED24	5	0	0	0	25	6	0	0	1	37	28	28
MME	0	2	0	0	32	2	0	1	0	37	28	28
MTMR9	3	0	0	0	24	8	0	2	0	37	28	28
PDE2A	0	0	0	0	34	1	0	2	0	37	28	28
PLK4	0	2	0	0	31	4	0	0	0	37	28	28
PRICKLE3	0	0	0	0	35	1	0	1	0	37	28	28
RRP8	0	1	0	0	34	1	0	1	0	37	28	28
SAMHD1	1	0	1	0	28	6	0	1	0	37	28	28
SF3B2	3	2	0	0	32	0	0	0	0	37	28	28
SLC4A9	0	0	0	0	35	1	0	1	0	37	28	28
SLC9A9	2	0	0	0	35	0	0	0	0	37	28	28
SLFN13	0	1	0	0	35	1	0	0	0	37	28	28
SMOX	0	0	0	0	37	0	0	0	0	37	28	28
SP110	0	0	0	0	35	0	1	1	0	37	28	28
TBC1D23	3	1	0	0	26	5	0	2	0	37	28	28
ZNF44	2	0	0	0	31	4	0	0	0	37	28	28
ZNF778	1	1	0	0	28	7	0	0	0	37	28	28
ZXDC	1	0	0	0	34	2	0	0	0	37	28	28
ADAM32	1	1	0	0	29	3	0	2	0	36	28	28
AGBL3	2	1	0	0	26	7	0	0	0	36	28	28
ANKFN1	1	1	0	0	29	2	0	3	0	36	28	28
ANO10	5	2	0	0	27	2	0	0	0	36	28	28
AXIN1	5	1	0	0	29	1	0	0	0	36	28	28
B4GALNT4	6	2	0	0	27	1	0	0	0	36	28	28
DCLK3	3	1	0	0	31	1	0	0	0	36	28	28
DCT	1	2	0	0	29	4	0	0	0	36	28	28
DISC1	0	0	0	0	34	2	0	0	0	36	28	28
EDEM3	4	0	0	0	22	7	0	3	0	36	28	28
ELF4	3	0	0	0	30	2	0	1	0	36	28	28
FRMD5	0	0	0	0	34	2	0	0	0	36	28	28
IL6ST	3	1	0	0	30	1	0	1	0	36	28	28
JAKMIP3	0	0	0	0	30	4	0	2	0	36	28	28
JRKL	1	0	0	0	30	5	0	0	0	36	28	28
KBTBD3	0	2	0	0	30	4	0	0	0	36	28	28
KIF24	2	1	0	0	30	3	0	0	0	36	28	28
KMO	3	0	0	0	26	6	0	1	0	36	28	28
LARP7	5	5	0	0	21	4	0	1	0	36	28	28
NCKAP1	1	0	0	0	29	4	0	2	0	36	28	28
OSBPL5	3	0	0	0	32	1	0	0	0	36	28	28
PSMD2	0	0	0	0	33	3	0	0	0	36	28	28
RRAGB	0	0	0	0	32	4	0	0	0	36	28	28
SH3D19	1	1	0	0	26	7	0	0	1	36	28	28
SLC6A17	0	0	0	0	35	1	0	0	0	36	28	28
SPZ1	1	0	0	0	26	9	0	0	0	36	28	28
STK24	1	0	0	0	30	4	0	1	0	36	28	28
SYTL3	0	1	0	0	32	2	0	1	0	36	28	28
TCTE1	0	0	0	0	35	1	0	0	0	36	28	28
ZFP2	0	0	0	0	33	3	0	0	0	36	28	28
ZNF26	0	1	0	0	33	2	0	0	0	36	28	28
ZNF486	3	1	0	0	30	2	0	0	0	36	28	28
ZNF574	1	1	0	0	32	2	0	0	0	36	28	28
ZSWIM2	1	0	0	0	32	2	0	1	0	36	28	28
ASAH2	1	1	0	0	30	3	0	0	0	35	28	28
CFAP221	0	0	0	0	35	0	0	0	0	35	28	28
CHPF2	2	2	0	0	27	4	0	0	0	35	28	28
CMTR2	0	0	0	0	31	3	0	0	1	35	28	28
DHX8	0	0	0	0	30	3	0	2	0	35	28	28
DLG1	1	1	0	0	24	8	0	1	0	35	28	28
DNM1L	0	0	0	0	30	4	0	1	0	35	28	28
GAB2	2	1	0	0	31	1	0	0	0	35	28	28
GLRA3	0	1	0	0	32	2	0	0	0	35	28	28
HMGCR	2	0	0	0	30	2	0	1	0	35	28	28
HPS4	1	0	0	0	33	1	0	0	0	35	28	28
IFRD1	4	0	0	0	25	4	0	2	0	35	28	28
KRBA1	0	0	0	0	34	1	0	0	0	35	28	28
MYBL1	9	0	0	0	23	2	0	1	0	35	28	28
OR4A15	0	2	0	0	33	0	0	0	0	35	28	28
PAPSS1	1	0	0	0	28	4	0	2	0	35	28	28
PLA2G6	0	0	0	0	34	0	0	1	0	35	28	28
PLEKHA4	3	1	0	0	30	1	0	0	0	35	28	28
PRKCE	0	0	0	0	30	2	0	3	0	35	28	28
PSPC1	0	1	0	0	28	4	0	2	0	35	28	28
SLC24A3	1	0	0	0	33	0	0	1	0	35	28	28
SLC27A6	0	1	0	0	33	0	0	1	0	35	28	28
SNTG2	0	0	0	0	31	4	0	0	0	35	28	28
SREBF1	1	0	1	0	32	1	0	0	0	35	28	28
WDPCP	0	0	0	0	31	4	0	0	0	35	28	28
ZNF461	2	0	0	0	31	2	0	0	0	35	28	28
AARS	0	0	0	0	29	3	0	2	0	34	28	28
AGPAT9	0	0	0	0	27	7	0	0	0	34	28	28
ATP2A2	1	0	0	0	30	1	0	2	0	34	28	28
BTRC	2	0	0	0	25	6	0	1	0	34	28	28
CEP78	0	1	0	0	31	2	0	0	0	34	28	28
CPSF2	2	0	0	0	30	1	0	1	0	34	28	28
CUL1	2	0	0	0	30	2	0	0	0	34	28	28
EHHADH	1	0	0	0	31	2	0	0	0	34	28	28
ESF1	2	2	0	0	25	4	0	1	0	34	28	28
ESRRB	1	1	0	0	31	1	0	0	0	34	28	28
FAM171A1	2	2	0	0	25	4	0	1	0	34	28	28
FBXL3	3	0	0	0	28	3	0	0	0	34	28	28
GPLD1	1	0	0	0	28	5	0	0	0	34	28	28
GUCY1A3	0	0	0	0	32	2	0	0	0	34	28	28
GUSB	0	1	0	0	27	5	0	1	0	34	28	28
HNF1A	5	0	0	0	27	1	0	1	0	34	28	28
IFT122	1	0	1	0	31	0	0	1	0	34	28	28
INTS5	1	0	0	0	32	1	0	0	0	34	28	28
KCND3	0	0	0	0	34	0	0	0	0	34	28	28
LHX9	0	0	0	0	32	1	0	1	0	34	28	28
LUZP2	0	1	0	0	26	6	0	1	0	34	28	28
MAOB	2	0	0	0	29	1	0	2	0	34	28	28
MAP3K2	6	0	0	0	24	3	0	1	0	34	28	28
MCM4	2	0	0	0	28	2	0	2	0	34	28	28
MFRP	13	1	0	0	18	2	0	0	0	34	28	28
MYBL2	0	0	0	0	34	0	0	0	0	34	28	28
NUAK1	0	0	0	0	30	3	0	1	0	34	28	28
PLEKHG3	0	0	0	0	33	1	0	0	0	34	28	28
PTPN11	0	0	0	0	33	1	0	0	0	34	28	28
SLC6A4	1	0	0	0	32	1	0	0	0	34	28	28
SRPX	4	1	0	0	27	1	0	1	0	34	28	28
SRSF4	1	1	0	0	26	6	0	0	0	34	28	28
TBC1D2	0	0	0	0	33	1	0	0	0	34	28	28
THBS1	1	0	0	0	32	0	0	1	0	34	28	28
ZBTB16	0	1	0	0	30	2	0	1	0	34	28	28
ZDHHC5	0	0	0	0	30	4	0	0	0	34	28	28
AP1B1	0	0	0	0	33	0	0	0	0	33	28	28
BCL11B	0	1	0	0	31	1	0	0	0	33	28	28
BTBD3	0	0	0	0	30	3	0	0	0	33	28	28
CEP85L	2	2	0	0	27	1	0	1	0	33	28	28
CTPS1	2	0	0	0	25	2	0	4	0	33	28	28
CYP2B6	0	0	0	0	31	1	0	1	0	33	28	28
CYP3A7	3	2	0	0	26	2	0	0	0	33	28	28
DGCR8	0	0	0	0	28	3	0	2	0	33	28	28
EGR2	4	1	0	0	27	1	0	0	0	33	28	28
FEZ1	0	0	0	0	30	2	0	1	0	33	28	28
FKBP9	3	1	0	0	26	2	0	1	0	33	28	28
FLII	0	0	0	0	32	1	0	0	0	33	28	28
GATAD2A	0	1	0	0	29	3	0	0	0	33	28	28
HCRTR2	2	1	0	0	25	3	1	1	0	33	28	28
HOXA1	1	1	0	0	30	1	0	0	0	33	28	28
IFI44L	2	0	0	0	29	1	0	1	0	33	28	28
IWS1	6	0	0	0	26	1	0	0	0	33	28	28
ME3	0	0	0	0	30	3	0	0	0	33	28	28
OXCT1	1	0	0	0	30	2	0	0	0	33	28	28
PLA2G3	0	1	0	0	29	3	0	0	0	33	28	28
POLK	0	1	0	0	31	1	0	0	0	33	28	28
PVRL3	2	2	0	0	26	3	0	0	0	33	28	28
RBMX	0	1	0	0	30	2	0	0	0	33	28	28
SIGLEC6	3	0	0	0	26	3	0	1	0	33	28	28
SLC2A14	1	0	0	0	30	1	0	1	0	33	28	28
STXBP1	0	0	0	0	31	1	0	1	0	33	28	28
TAF7L	3	0	0	1	22	6	0	1	0	33	28	28
TAS1R1	0	0	0	1	31	1	0	0	0	33	28	28
USP15	2	2	0	0	25	4	0	0	0	33	28	28
USP21	1	0	0	0	26	6	0	0	0	33	28	28
VNN3	1	0	0	0	30	2	0	0	0	33	28	28
ZNF792	0	0	0	0	30	2	0	1	0	33	28	28
ZNF839	1	2	0	0	29	1	0	0	0	33	28	28
ADD1	2	0	0	0	27	3	0	0	0	32	28	28
BRSK2	2	3	0	0	27	0	0	0	0	32	28	28
CDC20B	1	0	0	0	27	1	0	3	0	32	28	28
CLEC16A	2	0	0	0	30	0	0	0	0	32	28	28
CMAS	1	0	0	0	18	12	0	1	0	32	28	28
CTNNAL1	0	0	0	0	24	7	0	1	0	32	28	28
DYNC1I1	1	0	0	0	30	1	0	0	0	32	28	28
FUK	1	0	0	0	26	2	0	3	0	32	28	28
HTR1A	0	0	0	0	32	0	0	0	0	32	28	28
ILVBL	0	0	0	0	29	1	0	2	0	32	28	28
LRRC6	0	2	0	0	28	2	0	0	0	32	28	28
LSS	1	0	0	0	28	1	0	2	0	32	28	28
MKL1	4	1	0	0	25	1	0	1	0	32	28	28
MMS19	0	0	0	0	32	0	0	0	0	32	28	28
MYLK2	0	0	0	0	30	1	0	1	0	32	28	28
NCSTN	4	0	0	0	24	3	1	0	0	32	28	28
NFATC4	1	0	0	0	30	0	0	1	0	32	28	28
NHLRC2	1	0	0	0	30	1	0	0	0	32	28	28
NR2E1	0	0	0	0	29	3	0	0	0	32	28	28
PLEK	0	1	0	0	24	7	0	0	0	32	28	28
PLXDC2	0	0	0	0	25	5	0	2	0	32	28	28
SLCO1A2	0	1	0	0	30	0	0	1	0	32	28	28
SPTLC3	0	0	0	0	31	0	0	1	0	32	28	28
WDR5	11	1	0	0	16	1	0	3	0	32	28	28
YY1AP1	0	1	0	0	28	3	0	0	0	32	28	28
ACOX3	1	0	0	0	27	3	0	0	0	31	28	28
AMOTL2	1	0	1	0	28	1	0	0	0	31	28	28
ARNT2	0	0	0	0	30	1	0	0	0	31	28	28
BCR	1	0	0	0	29	1	0	0	0	31	28	28
CCDC83	2	0	0	0	24	4	0	1	0	31	28	28
EPB41L5	4	0	0	0	24	2	0	1	0	31	28	28
FGF13	5	2	0	0	21	3	0	0	0	31	28	28
FGFR1	0	0	0	0	30	1	0	0	0	31	28	28
FGGY	4	2	0	0	20	3	0	2	0	31	28	28
HBS1L	1	0	0	0	24	5	1	0	0	31	28	28
LEMD3	0	0	0	0	25	4	0	2	0	31	28	28
MAN2B2	1	0	0	0	30	0	0	0	0	31	28	28
MINA	2	0	0	0	23	3	1	2	0	31	28	28
MISP	0	0	0	0	30	1	0	0	0	31	28	28
OSBPL7	2	0	0	0	25	1	0	3	0	31	28	28
PIGB	2	1	0	0	21	6	0	1	0	31	28	28
SLC6A13	0	0	0	0	27	4	0	0	0	31	28	28
TRIM46	1	0	0	0	29	1	0	0	0	31	28	28
TUB	2	1	0	0	26	2	0	0	0	31	28	28
WDR70	1	0	0	0	25	4	0	1	0	31	28	28
ZC3H11A	3	0	0	0	25	1	0	2	0	31	28	28
DDX17	7	1	0	0	21	1	0	0	0	30	28	28
GJA8	2	0	0	0	25	3	0	0	0	30	28	28
GLRA2	0	0	0	0	25	2	0	3	0	30	28	28
GPR156	0	0	0	0	25	5	0	0	0	30	28	28
KAT2A	1	0	0	0	28	1	0	0	0	30	28	28
KLF3	9	6	0	0	13	1	0	1	0	30	28	28
KLHL28	0	0	0	0	28	2	0	0	0	30	28	28
MTERF2	3	1	0	0	22	4	0	0	0	30	28	28
NFKBIZ	0	0	0	0	28	2	0	0	0	30	28	28
POMT1	4	0	0	0	24	0	0	2	0	30	28	28
RBM39	1	1	0	0	27	1	0	0	0	30	28	28
TEAD2	8	1	0	0	20	0	0	0	1	30	28	28
TRIM6	0	0	0	0	22	6	0	2	0	30	28	28
ITGB5	0	0	0	0	27	1	0	1	0	29	28	28
KHDRBS2	1	0	0	0	21	4	0	3	0	29	28	28
SMYD1	0	0	0	0	27	0	0	2	0	29	28	28
UBBP4	6	0	0	0	20	2	0	1	0	29	28	28
RABEP1	0	0	0	0	33	16	0	0	0	49	27	27
HELLS	1	1	0	0	43	2	0	0	0	47	27	27
LRRC8D	0	0	0	0	41	4	0	0	1	46	27	27
TMF1	0	1	0	0	36	8	0	1	0	46	27	27
VARS	1	0	1	0	42	1	0	1	0	46	27	27
TRPV6	1	0	0	0	38	3	0	3	0	45	27	27
ZFP3	0	0	0	0	39	6	0	0	0	45	27	27
ZNF160	0	0	0	0	38	5	1	1	0	45	27	27
BCAS3	0	0	0	0	36	7	0	1	0	44	27	27
ARHGAP11A	1	0	0	0	35	6	0	0	0	42	27	27
GBP4	1	0	0	0	35	6	0	0	0	42	27	27
INPP5J	1	1	0	0	38	2	0	0	0	42	27	27
LRRFIP2	0	0	0	0	36	5	0	1	0	42	27	27
PLCB1	1	0	0	0	35	5	0	1	0	42	27	27
SEC23A	1	0	0	0	38	2	0	1	0	42	27	27
TLR1	0	1	0	0	36	4	0	1	0	42	27	27
UGT2B10	1	1	0	0	33	6	0	1	0	42	27	27
GRB10	0	0	0	0	34	5	0	2	0	41	27	27
LRRN3	2	2	0	0	28	9	0	0	0	41	27	27
PADI4	2	0	0	0	39	0	0	0	0	41	27	27
PDXDC1	0	0	0	0	38	1	0	2	0	41	27	27
PRKCG	2	0	0	0	34	3	0	2	0	41	27	27
SPIRE1	1	0	0	0	35	5	0	0	0	41	27	27
UGT2B4	1	1	0	0	31	8	0	0	0	41	27	27
ADGRF4	2	1	0	0	32	4	0	1	0	40	27	27
CSRP2BP	0	0	0	0	40	0	0	0	0	40	27	27
GPATCH1	1	0	0	0	34	4	0	1	0	40	27	27
HEMGN	0	1	0	0	33	5	0	1	0	40	27	27
KIF18B	2	0	0	0	38	0	0	0	0	40	27	27
POLG	0	0	0	0	39	0	0	1	0	40	27	27
PTPN12	1	0	0	0	31	6	0	2	0	40	27	27
SEL1L3	3	1	0	0	35	1	0	0	0	40	27	27
SLC32A1	0	0	0	0	40	0	0	0	0	40	27	27
SNX14	1	0	0	0	33	3	0	3	0	40	27	27
TMPRSS7	1	0	0	0	33	4	0	2	0	40	27	27
ZNF454	0	0	0	0	38	2	0	0	0	40	27	27
ZNF491	0	0	0	0	32	8	0	0	0	40	27	27
ACSBG1	0	1	0	0	35	2	0	1	0	39	27	27
ANKRD52	1	0	0	0	36	1	0	1	0	39	27	27
ANKRD6	2	1	0	0	36	0	0	0	0	39	27	27
APBB1	0	0	0	0	36	2	0	1	0	39	27	27
EPS15L1	1	0	0	0	34	3	0	1	0	39	27	27
FXR2	3	1	0	0	29	5	0	1	0	39	27	27
ITGA5	0	0	0	0	32	7	0	0	0	39	27	27
ITGB2	0	1	0	0	35	1	0	2	0	39	27	27
MAP4K4	1	1	0	0	33	3	0	1	0	39	27	27
NPAS4	0	0	0	0	36	3	0	0	0	39	27	27
PHF12	0	1	0	0	31	6	0	1	0	39	27	27
RAVER2	0	1	0	0	30	5	0	3	0	39	27	27
REST	1	1	0	0	32	5	0	0	0	39	27	27
USP19	0	1	0	0	37	0	0	1	0	39	27	27
ZC3H7B	1	0	0	0	36	1	0	1	0	39	27	27
ZNF285	0	1	0	0	34	3	1	0	0	39	27	27
ZNF326	2	0	0	0	31	5	0	1	0	39	27	27
ZNF573	0	0	0	0	35	4	0	0	0	39	27	27
AKT3	1	0	0	0	31	5	0	1	0	38	27	27
ANKLE2	0	0	0	0	32	6	0	0	0	38	27	27
CEP120	1	0	0	0	32	4	0	0	1	38	27	27
CLSTN1	1	0	0	0	32	4	0	1	0	38	27	27
CRB2	0	0	0	0	38	0	0	0	0	38	27	27
DAGLA	0	0	1	0	33	3	0	1	0	38	27	27
DEPDC7	0	0	1	0	32	5	0	0	0	38	27	27
ENPP1	0	0	0	0	33	3	0	2	0	38	27	27
GABRB3	2	1	0	0	35	0	0	0	0	38	27	27
IL17RD	0	0	0	0	35	2	0	1	0	38	27	27
ME1	0	0	0	0	35	2	0	1	0	38	27	27
PCDH1	2	0	0	0	34	2	0	0	0	38	27	27
PRMT9	1	0	0	0	33	3	0	1	0	38	27	27
RACGAP1	0	0	0	0	32	5	0	1	0	38	27	27
TINAG	1	0	0	0	27	8	0	2	0	38	27	27
VARS2	3	0	0	0	35	0	0	0	0	38	27	27
CNOT10	1	1	0	0	29	5	0	1	0	37	27	27
ELL2	0	0	0	0	21	13	0	3	0	37	27	27
GABRE	0	1	0	0	31	3	0	2	0	37	27	27
GAN	0	0	1	0	31	4	0	1	0	37	27	27
GPHN	0	0	0	0	33	4	0	0	0	37	27	27
LAS1L	0	0	0	0	35	2	0	0	0	37	27	27
LRRC49	0	0	0	0	34	2	0	1	0	37	27	27
RIPK1	0	1	0	0	29	5	0	2	0	37	27	27
RNF19A	0	0	0	0	34	3	0	0	0	37	27	27
SGK1	2	1	0	0	33	1	0	0	0	37	27	27
SLC26A1	0	0	0	0	37	0	0	0	0	37	27	27
SOX5	1	0	0	0	33	3	0	0	0	37	27	27
TBC1D9B	0	0	0	0	35	2	0	0	0	37	27	27
TFAP2B	3	0	0	0	32	2	0	0	0	37	27	27
THBS4	0	0	0	0	34	3	0	0	0	37	27	27
TRAF3IP1	0	0	0	0	33	3	0	1	0	37	27	27
TRPV1	1	0	0	0	36	0	0	0	0	37	27	27
URGCP	0	0	0	0	32	5	0	0	0	37	27	27
ZNF425	0	0	0	0	34	3	0	0	0	37	27	27
ZNF578	0	0	0	0	33	4	0	0	0	37	27	27
ZNF761	1	0	0	0	33	3	0	0	0	37	27	27
ADAR	0	1	0	0	33	2	0	0	0	36	27	27
ADGRA2	2	0	0	0	33	1	0	0	0	36	27	27
CCDC37	2	1	0	0	30	1	0	1	1	36	27	27
CLCN7	1	1	0	0	34	0	0	0	0	36	27	27
CLOCK	1	0	1	0	31	3	0	0	0	36	27	27
FASTKD5	1	1	0	0	33	1	0	0	0	36	27	27
FPGT-TNNI3K	0	0	0	0	30	4	0	2	0	36	27	27
MAGEB10	1	0	0	0	32	3	0	0	0	36	27	27
NEFL	0	0	0	0	32	3	0	1	0	36	27	27
OR5AS1	0	2	0	0	33	1	0	0	0	36	27	27
PFKL	2	0	0	0	34	0	0	0	0	36	27	27
PTCD3	0	0	0	0	29	4	1	2	0	36	27	27
SLC2A2	0	0	0	0	30	5	0	1	0	36	27	27
SYK	3	1	0	0	32	0	0	0	0	36	27	27
USP7	2	0	0	0	32	2	0	0	0	36	27	27
WDR13	2	0	0	0	33	0	0	0	1	36	27	27
WWP2	0	0	0	0	32	3	0	1	0	36	27	27
ZCCHC2	1	1	0	0	31	3	0	0	0	36	27	27
ZNF19	0	0	0	0	35	1	0	0	0	36	27	27
ZNF329	1	0	0	0	35	0	0	0	0	36	27	27
ZNF490	3	0	0	0	30	3	0	0	0	36	27	27
ZSCAN29	0	0	0	0	35	1	0	0	0	36	27	27
ADCK3	3	0	0	0	31	0	0	1	0	35	27	27
AGK	0	1	0	0	27	5	0	2	0	35	27	27
BNC1	3	0	0	0	31	1	0	0	0	35	27	27
CCDC85A	0	0	0	0	31	2	0	2	0	35	27	27
DIS3L2	2	1	0	0	28	1	0	3	0	35	27	27
FBXL7	2	0	0	0	31	2	0	0	0	35	27	27
GPR50	0	0	0	0	33	2	0	0	0	35	27	27
GPRIN3	0	1	0	0	33	1	0	0	0	35	27	27
KRT3	0	0	0	0	32	2	0	1	0	35	27	27
LGSN	0	0	0	0	35	0	0	0	0	35	27	27
MIPEP	1	2	0	0	30	2	0	0	0	35	27	27
PCSK6	0	1	1	0	31	2	0	0	0	35	27	27
PIAS1	1	0	0	0	29	0	0	5	0	35	27	27
SAMD15	1	0	0	0	29	5	0	0	0	35	27	27
SLC12A3	0	0	0	0	32	1	0	2	0	35	27	27
SPPL2C	2	0	0	0	32	0	0	0	1	35	27	27
TBC1D5	3	0	0	0	27	4	0	1	0	35	27	27
TIGD7	2	3	0	0	23	7	0	0	0	35	27	27
TOX	0	2	0	0	31	1	0	1	0	35	27	27
TUBA3E	0	0	0	0	31	3	0	1	0	35	27	27
UGP2	2	0	0	0	31	1	0	1	0	35	27	27
UMOD	0	0	0	0	33	0	0	2	0	35	27	27
ZBED5	2	1	0	0	24	8	0	0	0	35	27	27
ZNF416	2	0	1	0	30	2	0	0	0	35	27	27
ZNF527	0	0	0	0	34	1	0	0	0	35	27	27
ZSWIM6	1	1	0	0	31	0	0	2	0	35	27	27
ALDH18A1	0	0	0	0	32	1	0	1	0	34	27	27
ANKRD24	0	0	1	0	26	6	0	1	0	34	27	27
ASNS	0	0	0	0	27	6	0	1	0	34	27	27
BBS12	1	0	0	0	33	0	0	0	0	34	27	27
C16orf62	1	0	0	0	27	5	0	1	0	34	27	27
C7orf31	1	1	0	0	31	1	0	0	0	34	27	27
CCDC66	2	0	0	0	27	5	0	0	0	34	27	27
CYP19A1	1	0	0	0	26	3	1	3	0	34	27	27
DCLRE1C	2	0	0	0	29	1	1	1	0	34	27	27
DDIAS	1	2	0	0	30	1	0	0	0	34	27	27
DENND1C	9	0	0	0	23	1	0	1	0	34	27	27
DPYSL2	0	0	0	0	33	0	0	1	0	34	27	27
FAM186B	1	0	0	0	32	1	0	0	0	34	27	27
FCN1	0	0	0	0	32	1	0	1	0	34	27	27
GATB	1	1	0	0	29	3	0	0	0	34	27	27
GIMAP8	0	1	0	0	32	1	0	0	0	34	27	27
IRF8	1	0	0	0	28	5	0	0	0	34	27	27
KIF23	0	0	0	0	32	2	0	0	0	34	27	27
LMOD2	1	0	0	0	31	2	0	0	0	34	27	27
LRRC40	0	0	0	0	28	6	0	0	0	34	27	27
MAP3K9	0	0	0	0	32	1	0	1	0	34	27	27
NAP1L2	0	1	0	0	31	2	0	0	0	34	27	27
NEK11	1	0	0	0	26	5	0	2	0	34	27	27
PPP2R3B	7	0	0	0	27	0	0	0	0	34	27	27
PRKD2	1	0	0	0	32	1	0	0	0	34	27	27
PSIP1	1	0	0	0	28	2	0	3	0	34	27	27
SEPT9	1	0	0	0	33	0	0	0	0	34	27	27
SLMAP	1	0	0	0	29	3	0	1	0	34	27	27
SMEK2	4	1	0	0	27	1	0	1	0	34	27	27
TCP1	3	2	0	0	27	2	0	0	0	34	27	27
TGM7	2	0	0	0	31	1	0	0	0	34	27	27
TLE2	1	0	0	0	30	1	0	2	0	34	27	27
TM6SF1	4	1	0	0	28	1	0	0	0	34	27	27
TOP1MT	2	0	0	0	27	5	0	0	0	34	27	27
TPH1	0	1	1	0	23	7	0	1	1	34	27	27
USHBP1	0	0	0	0	31	2	0	1	0	34	27	27
WDR25	1	1	0	0	31	1	0	0	0	34	27	27
ZFP62	1	1	0	0	28	4	0	0	0	34	27	27
ZNF860	0	0	0	0	29	5	0	0	0	34	27	27
ACVR1B	0	0	0	0	29	3	1	0	0	33	27	27
AKAP1	0	0	0	0	31	2	0	0	0	33	27	27
ANO9	2	0	0	0	28	2	0	1	0	33	27	27
ARHGEF5	1	2	0	0	25	5	0	0	0	33	27	27
BBS10	1	0	0	0	31	1	0	0	0	33	27	27
C19orf44	1	0	0	0	29	1	0	2	0	33	27	27
CLASRP	7	0	0	0	26	0	0	0	0	33	27	27
CNTROB	3	0	0	0	27	3	0	0	0	33	27	27
CORO7	0	0	0	0	29	3	0	1	0	33	27	27
CPD	1	0	0	0	27	5	0	0	0	33	27	27
FSCN3	1	0	0	0	28	4	0	0	0	33	27	27
HDAC3	0	0	0	0	31	0	0	2	0	33	27	27
ITGB3	0	0	0	0	28	5	0	0	0	33	27	27
LMTK3	4	1	0	0	25	0	0	3	0	33	27	27
LONP2	0	1	0	0	27	4	0	1	0	33	27	27
MARCH7	4	0	0	0	26	3	0	0	0	33	27	27
MDM1	1	0	0	0	29	2	0	1	0	33	27	27
NCAPH	2	0	0	0	28	3	0	0	0	33	27	27
NPFFR2	1	0	0	0	30	2	0	0	0	33	27	27
OR14C36	3	0	0	0	29	0	0	0	1	33	27	27
PDE9A	0	0	0	0	30	3	0	0	0	33	27	27
PRDM14	1	0	0	0	29	3	0	0	0	33	27	27
PTBP2	0	0	0	0	32	1	0	0	0	33	27	27
RAB11FIP1	1	0	0	0	32	0	0	0	0	33	27	27
RECQL4	2	0	0	0	29	1	0	1	0	33	27	27
RTEL1	0	0	0	0	32	1	0	0	0	33	27	27
SMPD1	0	2	0	0	27	3	0	1	0	33	27	27
SYN1	0	0	0	0	28	5	0	0	0	33	27	27
TBK1	1	0	0	0	28	3	0	1	0	33	27	27
TP73	2	0	0	0	29	1	0	1	0	33	27	27
TRMT2B	0	2	0	0	26	2	0	3	0	33	27	27
UFSP2	2	1	0	0	26	3	0	1	0	33	27	27
USP37	0	0	0	0	31	2	0	0	0	33	27	27
WFS1	0	0	0	0	33	0	0	0	0	33	27	27
ZSCAN5B	1	0	0	0	30	1	0	1	0	33	27	27
AGTR2	0	0	0	0	29	3	0	0	0	32	27	27
ALDH1A3	2	1	0	0	27	2	0	0	0	32	27	27
ARL13B	3	4	0	0	22	3	0	0	0	32	27	27
ARMCX5	0	0	0	0	22	10	0	0	0	32	27	27
BRS3	1	0	0	0	28	2	0	1	0	32	27	27
C1orf116	2	0	0	0	30	0	0	0	0	32	27	27
DFNA5	2	0	0	0	28	1	0	1	0	32	27	27
ERVMER34-1	9	0	0	0	22	0	0	0	1	32	27	27
GABBR2	1	0	0	0	27	3	0	1	0	32	27	27
GSK3A	0	0	0	0	30	1	0	1	0	32	27	27
HS6ST2	1	0	0	0	30	1	0	0	0	32	27	27
IFT81	1	1	0	0	23	7	0	0	0	32	27	27
LMOD3	0	1	0	0	27	4	0	0	0	32	27	27
NOBOX	6	1	0	0	23	1	0	1	0	32	27	27
OR5D13	1	0	0	0	28	3	0	0	0	32	27	27
PARN	0	0	0	0	24	7	0	1	0	32	27	27
PLVAP	1	2	0	0	28	1	0	0	0	32	27	27
PTPN5	3	4	0	0	23	2	0	0	0	32	27	27
QSOX1	0	0	0	0	30	2	0	0	0	32	27	27
